mem[19003] = 2085
mem[15653] = 2142716
mem[23117] = 1021
mem[45011] = 5295150
mask = X100101X0000X01111111001110X010X111X
mem[57308] = 11803
mem[2240] = 961172
mask = 100011X0011010111X1XX100101010XXX1X0
mem[2444] = 243334769
mem[12549] = 40175975
mask = X0011001X011111110110XX00X0X00X11011
mem[24834] = 363054
mem[32941] = 83666205
mem[16403] = 444996
mask = 1100X1100001XXXX101X01001X101000010X
mem[56757] = 6879
mem[4442] = 2107238
mem[25399] = 14684
mem[38582] = 330023
mem[59557] = 299
mem[34404] = 357591660
mask = 0100X11101100011111XX1X000100011111X
mem[19990] = 405059382
mem[50770] = 21723749
mem[47204] = 310
mem[55142] = 353841
mem[31516] = 46662
mem[59748] = 154981
mask = 100X111001X010111X110X1X101110X01111
mem[25989] = 412990662
mem[44019] = 11063
mem[5207] = 25633
mem[23445] = 2402831
mem[30252] = 60933
mask = 100X111001001X10X0100XXX0011011X10X0
mem[45485] = 5697187
mem[39779] = 21767171
mem[34966] = 498
mem[13640] = 123685
mask = X001X00X0XX11X1111111001X111X11111X0
mem[30646] = 77071
mem[40278] = 15164
mem[48949] = 2547
mem[49010] = 168697055
mem[52212] = 836232
mask = X00011000111101111X100X100100X00XX1X
mem[13958] = 872
mem[28057] = 130528
mem[9891] = 1464
mask = 00X10000000X11111111X0100X1X0X111111
mem[29510] = 29331
mem[16403] = 265384902
mem[46270] = 55500
mem[35558] = 149875
mem[42316] = 8508705
mem[12894] = 281336
mask = 10X011XX01X00011001110X11111X00X1XX0
mem[15463] = 114059
mem[64253] = 5760
mem[34294] = 38569
mem[1677] = 5097
mem[22991] = 502
mem[44522] = 326097
mem[8172] = 37
mask = 00010000X0001X1111111011011101X1X110
mem[39779] = 1142
mem[29838] = 85552455
mem[42813] = 5712091
mem[45115] = 58778
mem[13319] = 855
mem[2440] = 410159
mask = X101101101X01111101010X110X110000010
mem[41886] = 1753
mem[57501] = 961519277
mem[48943] = 1352369
mask = 1000011X01111X1111101XX0000X101XX110
mem[840] = 954719
mem[53875] = 11370
mem[45011] = 5033013
mem[45230] = 850083
mem[20455] = 862
mask = 1X00010XX111101X111110000X111011X1X0
mem[34148] = 99301330
mem[26648] = 7719906
mem[18244] = 110630512
mask = 1100X11000X11X0X1111100X0X00X010XX11
mem[50401] = 1733252
mem[26875] = 37568501
mem[35663] = 508001
mem[14749] = 1838
mask = X1010XX001111011101X0000X001XX100010
mem[63359] = 5414799
mem[35329] = 251023948
mem[26907] = 876247525
mask = X000X0X1111XX0100111XX10101X011X1100
mem[23165] = 20505666
mem[7340] = 1068126
mem[5630] = 2429
mem[55672] = 30150
mask = 1000X11X011X101111101X0XX0101X1010X0
mem[19212] = 6837122
mem[14758] = 38425
mem[19003] = 119768
mask = 10000X01111110X0X1111110XXX110011X10
mem[33194] = 61265858
mem[13147] = 3274970
mem[41650] = 4162
mem[42478] = 1225726
mem[63031] = 112464577
mask = X0X10000X101101111110011X11101111100
mem[35647] = 5788908
mem[42040] = 48997
mem[62673] = 1901
mem[39850] = 1010636
mask = 11X010X0010100101X1XXX0001001111010X
mem[20116] = 50
mem[57943] = 17495168
mem[28763] = 19897421
mem[21657] = 923815
mem[4802] = 86976237
mask = 1X0011X001100011XX1X100X101110100110
mem[13898] = 4734170
mem[1595] = 82201
mask = 1001X0010011X111111X1X0X1X1100011000
mem[44782] = 14922
mem[54309] = 1336
mem[23027] = 194803
mem[24035] = 29316023
mask = 1100111000010101X011X00011100X00010X
mem[50916] = 1751
mem[47305] = 2707
mem[14464] = 13519228
mem[33044] = 10744
mem[53730] = 4920479
mem[37037] = 859
mask = X100111X0X10001111111100X11110001110
mem[58049] = 939221
mem[1924] = 17
mem[61135] = 358315072
mem[21809] = 5281
mem[39141] = 1817
mem[51543] = 136115569
mem[50155] = 300797
mask = 110010X000X1110010X100X0111X001X00XX
mem[50279] = 14014916
mem[12124] = 68328623
mem[44199] = 313076
mem[64321] = 4725
mem[20842] = 108600115
mem[37411] = 4492927
mask = X1001X11000010111111XX0X100X11000011
mem[28505] = 8712
mem[37967] = 35824634
mem[23027] = 241
mem[17252] = 20614619
mem[24389] = 10076
mask = X101000001X01011X011X0X10X1100101X10
mem[61716] = 8801
mem[34944] = 1881
mem[4710] = 8504
mem[56313] = 14501
mem[5654] = 14055781
mem[22490] = 90967
mask = X0X1110X01101011111101001100001X1101
mem[21158] = 463323
mem[18946] = 15357
mem[57000] = 2534149
mem[15029] = 194259123
mem[38305] = 441356
mask = 11001110010X000X101000XX010000111111
mem[53389] = 1383160
mem[938] = 1952336
mem[64009] = 15833
mask = 00X11X0011X11011111111000X10001X11X1
mem[6272] = 13767595
mem[54734] = 510
mem[33438] = 1925
mem[36878] = 260095
mask = 110X11100111X0001X000001011001X01011
mem[47847] = 2621
mem[49530] = 526
mem[17284] = 1326861
mem[17082] = 5186894
mem[18302] = 13617528
mem[7269] = 1111687
mask = 110011100001X11X101X1X101010X01X0100
mem[60461] = 2942
mem[35460] = 327
mem[28055] = 375226
mask = 0011111X01101111111010XXX101X101100X
mem[41886] = 113214
mem[17284] = 85512736
mask = 0X01X111X1101X1110100101011110011XX1
mem[40617] = 603263
mem[10573] = 33216107
mem[22356] = 26505
mem[6272] = 45384662
mask = 10101X0001111011X11X000111X1X1100X0X
mem[7936] = 47932
mem[16185] = 5024
mem[52003] = 1045816
mask = 0XXX1X1101101X111X1001X000110001110X
mem[32145] = 91132
mem[55966] = 3856425
mem[42185] = 24094
mem[36708] = 277
mask = 1101100XX11X1011111110X0100X10X0000X
mem[31516] = 5220059
mem[35747] = 2317
mem[7864] = 3365
mem[55570] = 45702
mask = 110110010X1110X1X111000X0000101X1X00
mem[44696] = 47285061
mem[28866] = 23561
mem[56107] = 8116244
mem[41437] = 2106148
mask = 110011X00011001111XX100X11001010010X
mem[45954] = 58871
mem[61135] = 3411
mem[17541] = 3200218
mem[38985] = 233678515
mem[41259] = 166543015
mem[2350] = 34876506
mask = 11X01X00X0X00001111XX00101X0X0100010
mem[23027] = 474324
mem[6434] = 53973
mem[40128] = 16133
mem[36404] = 5183
mask = 1100111000XX00111X11110X11X00X10000X
mem[10063] = 9539320
mem[843] = 671
mem[4773] = 140929
mem[19139] = 133212046
mem[20975] = 795877
mask = 100X0X00011X101111X101000010X0001000
mem[932] = 2504742
mem[25530] = 1425628
mask = 10X001X00X1X1X011X1100110X1X1011X000
mem[8358] = 313827173
mem[7256] = 1152512
mem[6697] = 60311
mem[15728] = 6743
mem[64009] = 43785
mem[43325] = 2846
mask = 100X1X00011X1011111X000000X0X01X1X00
mem[46292] = 1644
mem[1988] = 1949
mem[40476] = 111556
mask = 100011X0X11XX01110111X001001X010111X
mem[43625] = 120590
mem[63878] = 417
mem[1924] = 4511945
mem[36404] = 2609999
mem[8758] = 30953
mem[896] = 56891660
mem[37141] = 770
mask = 100011X001X0X0111X11100000XXX0010X10
mem[19084] = 9020
mem[39875] = 31650099
mask = 10101110011000110011XX11X110011X1010
mem[13319] = 1038
mem[46337] = 51363384
mem[61871] = 3928
mem[15595] = 224135
mem[56790] = 39964747
mem[54731] = 1878594
mem[53872] = 4678318
mask = 00X11001001110111011X0X001X111110X11
mem[39549] = 14142886
mem[26096] = 7903442
mem[43322] = 8676
mem[17353] = 509961
mem[49320] = 11303
mask = 1X0100000X00X011X01X011000X0X0111000
mem[48878] = 209296
mem[29990] = 394600
mask = 100000000X10101X11110XX0101011000011
mem[843] = 542527866
mem[63601] = 10350671
mem[9659] = 3514
mem[33969] = 266
mem[2863] = 15309
mask = 10X0X000011X10XX01100101100XX01X0010
mem[56350] = 2980026
mem[45422] = 7205
mem[26310] = 10221
mem[40386] = 358165
mem[55012] = 32294336
mask = X1001X10000111001011X1001011X0010110
mem[25508] = 86175837
mem[26087] = 58400593
mem[48996] = 27712
mem[3272] = 2146
mask = 1010X101010010101X00X00011XX11011111
mem[1303] = 728
mem[5195] = 213352120
mem[34818] = 782
mem[43971] = 29724050
mem[51737] = 1731727
mem[5175] = 353551570
mem[45056] = 8766
mask = 0110X1011110XX111X0011X0X01X00010010
mem[7343] = 6334776
mem[28415] = 10870
mem[4761] = 2912
mem[43137] = 14501587
mem[27900] = 10713
mem[19990] = 519691
mask = 001X0X011110X01XX000100X10010100X00X
mem[60244] = 1003035
mem[4068] = 7428
mem[36608] = 846
mem[41866] = 7255
mem[6694] = 1615
mask = 00100X011110101011X01X1X100011X111XX
mem[48890] = 66269
mem[17236] = 189693
mem[2699] = 43253
mem[2454] = 3144
mem[39460] = 3089616
mem[15030] = 12081234
mask = 0010010111100011110001XX110X111X1101
mem[39460] = 11410
mem[60142] = 71274
mem[25233] = 1470014
mask = 001010XX0110X0X010001001X01011XX010X
mem[22857] = 1694968
mem[45337] = 4212
mem[11908] = 1413
mem[22285] = 37595935
mem[47401] = 85
mask = X0100000010111XX10XX100X00011X101000
mem[7417] = 1439
mem[30454] = 231239
mem[57206] = 135231401
mask = X00X00011110X01XX1X0101X01X0X1001101
mem[3723] = 783778
mem[13431] = 5668213
mem[51267] = 10450641
mem[34637] = 7118
mem[61773] = 37952031
mask = 01100011111010100X00X11001100001X01X
mem[43657] = 4053
mem[60574] = 208
mem[63077] = 1061
mask = 0010XX011111111X110X01X1011X100101X1
mem[3723] = 415
mem[3445] = 15859116
mem[41920] = 420621
mask = 110000X1X11111X01100101001X01X10X010
mem[35499] = 20781439
mem[52838] = 7255541
mask = 11X0X001111111X1110X111XX110100XXX11
mem[54458] = 6901034
mem[22912] = 933561
mem[56316] = 22094822
mem[9061] = 4263320
mem[18464] = 12349351
mask = 0010XXX111101010X10010110X10XXX001X1
mem[47210] = 950410
mem[44693] = 64746868
mem[43376] = 231697502
mem[16345] = 64190
mem[20801] = 47984501
mask = 00101X01111X1X10110000XX011011X00101
mem[29047] = 56934570
mem[7343] = 34945618
mem[20465] = 117516955
mem[37958] = 2965
mem[42804] = 7022
mem[55559] = 2588315
mem[42833] = 496336618
mask = 001001001X10X01011000XX01011X0X00X1X
mem[36900] = 4267113
mem[18097] = 787869710
mem[20935] = 9666
mask = 0X101101X110XX1110110X00011001110110
mem[8063] = 61539
mem[62771] = 13459
mem[22406] = 1573083
mem[57402] = 259790331
mem[6391] = 60
mem[31844] = 43954
mem[47641] = 902301
mask = XX10X10101001X101X00101010X01XX00111
mem[42804] = 3474837
mem[8265] = 8147
mem[31405] = 23707
mem[12687] = 173
mem[44291] = 1721
mask = X01X1001011XX0X0110001011X011X1X0101
mem[23640] = 92068
mem[34308] = 47290
mem[19715] = 1865698
mem[34086] = 11397123
mem[38401] = 25087116
mem[23653] = 2124900
mem[5175] = 59504
mask = 010X1101X1101X1010000000101011X01101
mem[36608] = 27387896
mem[51052] = 9633930
mem[49440] = 27834809
mem[213] = 6773
mem[61490] = 1532
mask = 0X10X11101101XX010000010X1101XX10001
mem[58790] = 140286263
mem[43181] = 7274951
mem[33657] = 102007
mem[62963] = 38045093
mem[10183] = 1593
mask = 0X100XX11110101XX1001X1X1110X0010110
mem[34818] = 576
mem[25241] = 29771912
mem[55694] = 25675255
mem[55532] = 2905
mem[31674] = 22202384
mem[40737] = 240265396
mask = 01000X01XX1XX01010001XX0XX0011000101
mem[3861] = 188
mem[31405] = 28053743
mem[19392] = 130524
mem[53356] = 9628388
mask = X010010011X01010110000111X0X00000010
mem[29019] = 5874
mem[58933] = 3630
mem[11075] = 8076
mem[26867] = 1617118
mem[50839] = 5784986
mem[62785] = 2319201
mask = X1000111001X0X101110011001X111011110
mem[38706] = 3267
mem[51436] = 108
mem[56768] = 93786924
mem[60797] = 1829
mem[13226] = 101560323
mask = 10100X011XXX11111X000X0XX1X011000101
mem[30557] = 24517
mem[44625] = 133397612
mem[52664] = 13349
mem[40985] = 1162102
mem[3103] = 144664
mask = 01X0X10001111X1010000111XX0110000100
mem[18838] = 93742603
mem[65481] = 64659697
mem[46060] = 6434
mem[42804] = 38595
mem[28112] = 9053
mem[44064] = 36165247
mask = 001X110111X110101100XX010X1X010001X1
mem[63113] = 127541
mem[1765] = 7989
mem[9226] = 4084
mem[3861] = 97296879
mask = 00100X0101101010111X100X010000111X1X
mem[35358] = 686552
mem[6694] = 1841506
mem[55621] = 1345
mem[41000] = 60174738
mask = 0010000X0XX111X110X000XX00X1011010X1
mem[40402] = 145874501
mem[57922] = 399
mem[52664] = 99438939
mask = 1100000111X110111X011X10X11XXX1XX011
mem[33569] = 114300
mem[61164] = 14120711
mask = 11000X0110X1101X1X00110100001001X010
mem[53897] = 494676
mem[20401] = 3268954
mem[11948] = 7012
mem[57951] = 596
mem[39747] = 190642769
mem[48609] = 8683
mem[1886] = 30506550
mask = 1X101100011010XX1000100100001X000001
mem[29590] = 158427
mem[60687] = 1158
mem[41555] = 82232640
mem[8063] = 650
mem[62026] = 1522
mask = X01X0100111X101X1100101110XX1X100X10
mem[62760] = 2759
mem[65014] = 15033892
mem[16548] = 227511
mem[25472] = 940
mem[58257] = 303172074
mem[25462] = 1448494
mem[14207] = 11623
mask = 111X00X101X0X011100XX000100101000X00
mem[54065] = 385095
mem[6381] = 173190
mem[45414] = 2576
mem[32716] = 216614666
mem[47401] = 512991
mem[39753] = 1919665
mask = 0X00011100100110XX0X011X01111X0X11X0
mem[2194] = 547
mem[61316] = 3475
mem[35639] = 64138
mem[24776] = 1204
mask = 1X101101X1X01010100000001100X1000100
mem[23580] = 234194
mem[3192] = 121525545
mem[19701] = 4464888
mem[30757] = 224067766
mem[32607] = 1173
mask = 1X1X1100011X101X10000X00110101110111
mem[15935] = 3229
mem[41229] = 555
mem[34746] = 395
mem[18832] = 617
mask = 0010010111X01XX0110000100000X1010011
mem[48352] = 7847
mem[6372] = 27568
mem[38353] = 7485288
mem[4384] = 6397740
mem[45671] = 1826
mask = 0010000101101010XXX000001XX010100011
mem[41581] = 11155
mem[16345] = 6986933
mem[54042] = 12767
mask = 0XXX1X1111101010010X1010011X1101X101
mem[2194] = 6152
mem[38909] = 83
mem[31247] = 1573830
mem[60597] = 386
mem[6753] = 14417902
mask = X110XX1101X011X0100X101001111011X101
mem[15722] = 757783
mem[50431] = 720318
mem[63271] = 210820202
mem[53226] = 714717
mem[59123] = 4122
mask = 0010X001X1X01010X1001011100100010101
mem[17236] = 197898992
mem[38190] = 2368352
mem[9018] = 235
mem[1553] = 373976
mem[38729] = 89918321
mem[31669] = 50727
mem[28423] = 18976
mask = 111010011111X1X1X101X10101X010X111X1
mem[62005] = 1863145
mem[62607] = 191764
mem[12344] = 516953
mem[14945] = 454940
mem[44064] = 420728
mask = 000001X100100110XX0100101010000XX100
mem[2292] = 25305594
mem[33356] = 189060799
mem[1785] = 100787
mem[28040] = 246660557
mem[25931] = 365777315
mem[50067] = 12600
mem[4177] = 142606369
mask = 001X11X10110XX10XX001X10000010001001
mem[61912] = 261608214
mem[44398] = 2204
mem[64497] = 697913547
mem[10951] = 23268
mem[58010] = 589
mem[45644] = 445371547
mem[24722] = 930518
mask = 101000X11001X1X11X00000011X00XX10X01
mem[3726] = 93
mem[9735] = 3651838
mask = 001001X111X01111X100101110X011000011
mem[33718] = 1322993
mem[37047] = 4759
mem[43376] = 833
mem[53897] = 3261
mem[62389] = 71090581
mask = 0X101001011010101100011111X11X0111X0
mem[39230] = 906
mem[25233] = 3657471
mem[7377] = 44247
mask = 00101X010X1010101100000XX1011X0001X0
mem[25241] = 291758
mem[23845] = 1462440
mem[51530] = 273094825
mem[15135] = 30712212
mask = XX1X1X011X1110101101100011101X110X00
mem[16538] = 243646453
mem[60552] = 27316
mem[19220] = 1982193
mem[31113] = 2444
mask = 101011XX01X010101X0010XX00XX11000101
mem[1172] = 24817491
mem[15935] = 104503643
mask = 1010XX0110111X10X1001010XX0000X000XX
mem[8812] = 389608924
mem[6230] = 12722765
mem[5392] = 251053
mem[25888] = 13081575
mem[1704] = 158591
mem[46201] = 13297
mem[61316] = 943
mask = 001001X111101X10110X01X0111000011110
mem[37958] = 3378989
mem[58790] = 16704
mem[24122] = 423950643
mask = 00X0X0010X0X1X111X001010X00101X01011
mem[61319] = 1502
mem[49739] = 5640
mem[43144] = 101689290
mask = 001000X1X1X1X111100X000X0X1X000X0010
mem[59936] = 26771
mem[50781] = 54614700
mem[58566] = 10101
mem[32495] = 361
mem[32592] = 11958
mem[50027] = 200985
mem[59514] = 6947531
mask = 0XX0X101011010101000X0X01110110X01X0
mem[49739] = 794426
mem[25462] = 8540549
mem[43849] = 2037191
mem[11862] = 80922734
mem[15935] = 49909230
mem[12097] = 9886926
mem[16345] = 533565
mask = 0110010XX11XXX10100001X0101011001001
mem[34380] = 1226
mem[46477] = 14011
mem[13573] = 110921
mask = 01101X0X01101010X000X100111X100X1011
mem[17502] = 24422
mem[53627] = 60689
mem[26767] = 176156438
mask = 00101X00111011X01X010010X111001XXX1X
mem[35284] = 7683672
mem[28519] = 957363766
mask = 01X001X10X1X01101XX00111X110110X110X
mem[2390] = 50690464
mem[9515] = 36413
mem[4966] = 455023
mem[16345] = 4642
mem[23940] = 967447277
mask = 001011011X1010X00100X0X0X1000X001101
mem[30362] = 492
mem[39436] = 55771435
mem[54750] = 4405963
mem[12154] = 5316113
mask = X01001X1111X1111XX0XX01001001X01010X
mem[11861] = 8093273
mem[5528] = 594330
mem[2580] = 749
mem[41339] = 2813480
mask = 0X100X0101X010101010010X001110XX10X0
mem[49739] = 25
mem[56763] = 3225353
mem[62676] = 82
mask = 00X0010111100010X10X101010000X0XX11X
mem[24711] = 19689
mem[25883] = 1662
mem[39685] = 1366
mem[64022] = 31675243
mask = 1010000110111X1XX1X1X00X1X100X000101
mem[50781] = 138807
mem[61134] = 212475189
mask = 1X10000110111110010X00X010X000X00100
mem[26767] = 521755660
mem[43849] = 297
mem[6773] = 56375
mem[7440] = 6344
mem[54750] = 375
mask = 001001011110XX1X110XX0101XX0X1010X01
mem[14512] = 116152715
mem[1785] = 849605743
mem[28216] = 741473
mem[24722] = 98336
mem[44689] = 10577
mem[61134] = 96966
mem[15075] = 68597
mask = 1X00000XX11X10X11100101X001X001X1101
mem[22210] = 7191
mem[10538] = 441544661
mask = 000X010111101110110010X1101XX01001X0
mem[50023] = 5845123
mem[9193] = 343236
mem[14594] = 328315
mask = 0010XX01X1X0101X10X0101010X011X00010
mem[10568] = 213103847
mem[35471] = 19909935
mem[51052] = 198214667
mem[33707] = 212943
mem[18838] = 218437742
mask = 1X10X00X11X1010101X1101X1110XX0X1100
mem[29150] = 3702971
mem[28145] = 781579
mem[62509] = 517
mem[44281] = 3796239
mem[29845] = 72642510
mem[7666] = 2181716
mask = 101X100X1X11101X1X011X00X000000X0000
mem[44068] = 3210156
mem[34746] = 463
mem[19733] = 150
mask = 0010000101X0101X1100000X001X000111XX
mem[51921] = 5582
mem[8182] = 1826115
mem[9247] = 159
mem[62726] = 65701789
mem[13992] = 293819555
mask = 0010X0010X101X1011X00X110XX000011101
mem[16844] = 508434281
mem[48132] = 19312
mem[57886] = 10241870
mem[33326] = 5734
mem[15821] = 61381475
mem[2454] = 7235981
mem[37695] = 4671
mask = 101X1101010010X0100X0XX1110XX1X1110X
mem[43877] = 2937
mem[41115] = 438513
mem[60412] = 12947
mem[54334] = 556096
mem[61587] = 3806
mem[28680] = 5115
mask = 0011000111X0X011000XXX1110X1X10X1X11
mem[30303] = 2309
mem[7287] = 126478
mem[213] = 3432
mem[32811] = 22838482
mem[51164] = 13661
mem[37058] = 63634172
mask = X010X0011011101X1101X1X0000X00000X00
mem[19037] = 78465
mem[26276] = 710992554
mem[64165] = 398875
mem[50921] = 353203677
mem[44064] = 1387869
mask = 01XX110101X01X10X000001X00010001000X
mem[43320] = 109786
mem[55034] = 10048064
mem[23862] = 1534456
mem[26276] = 241328811
mem[7886] = 2239
mem[61998] = 107016
mask = 0110110X01000110X0X01X11000011X01XX1
mem[7377] = 671018
mem[34883] = 808846
mem[32738] = 277
mem[27774] = 491651359
mask = 1X1000X111111111110011101X10X0110111
mem[41555] = 4053944
mem[34829] = 751
mem[50875] = 443892
mask = XXX10001X110101110X0100X1X11X000100X
mem[42467] = 95922687
mem[33576] = 205350883
mem[51342] = 12652555
mem[12687] = 1796343
mem[3136] = 107821
mem[8430] = 21508842
mask = X010XX01X11010101X001010X0X011XX0101
mem[35499] = 968828445
mem[44464] = 3653
mem[5361] = 60058
mem[30081] = 123907
mask = 00111001X110X0101XXX00011001101X0X01
mem[6862] = 20247901
mem[27705] = 9416895
mem[8766] = 1155691
mem[48820] = 821601
mem[16804] = 9608
mem[8357] = 68479859
mem[3679] = 6874765
